State,AccountLength,AreaCode,InternationalPlan,VoiceMailPlan,TotalDayMinutes,TotalEveMinutes,CustomerServiceCalls,Churn
NM,132,408,no,no,169.9,209.4,1,FALSE
FL,133,510,no,no,201.7,169.4,0,FALSE
TX,133,408,no,no,221.1,160.2,4,FALSE
VT,93,510,no,yes,218.7,115,2,FALSE
MA,34,415,no,no,293.7,272.5,2,TRUE
OR,140,415,no,no,120.3,240.4,4,TRUE
DE,96,415,no,yes,175.8,206.6,2,FALSE
FL,144,510,no,no,278.5,240.7,1,TRUE
ID,24,408,no,yes,236.3,190.8,3,FALSE
MD,54,415,no,no,273.8,119.6,1,FALSE
WV,50,408,no,no,131.1,160.5,5,TRUE
ID,92,415,no,yes,167.4,258.6,4,FALSE
NV,96,408,no,no,197.7,250.5,3,FALSE
OH,146,415,no,no,169.5,230.9,2,FALSE
ID,138,415,yes,yes,225.2,173.4,0,FALSE
SC,102,408,no,no,174.5,213.7,4,FALSE
MO,76,510,no,no,129.7,177.5,5,TRUE
NE,99,415,no,no,200,107.9,3,FALSE
NC,83,510,no,yes,95.9,261.6,0,FALSE
ME,36,510,no,yes,152.8,242.8,1,FALSE
MI,70,510,no,no,129.9,208.7,1,FALSE
AZ,109,415,yes,no,268.4,150.6,2,TRUE
AZ,100,415,no,no,188.5,148.3,2,FALSE
HI,104,408,no,no,170.6,162.1,1,FALSE
NJ,106,415,no,no,191.4,200.7,1,FALSE
MS,84,510,no,no,75.3,179.9,1,FALSE
MA,80,510,no,no,149.8,276.3,2,FALSE
SC,100,510,no,no,115.9,111.3,1,FALSE
MN,99,408,no,no,128.8,203.9,2,FALSE
WV,50,510,no,no,131.7,216.5,1,FALSE
MS,105,415,no,no,101.4,159.1,1,FALSE
VA,113,415,no,yes,149,235.8,4,FALSE
MS,111,415,no,yes,96.8,170.6,2,FALSE
NM,161,408,no,no,107.5,256.4,2,FALSE
TX,70,415,no,no,232.8,303.4,0,TRUE
HI,97,415,no,yes,121.1,260.2,3,FALSE
WA,130,510,no,no,124.3,270.7,0,FALSE
WI,92,415,no,no,157.7,298.6,1,FALSE
CO,119,408,no,no,124.3,207.1,0,FALSE
NV,115,415,no,no,286.4,205.7,1,TRUE
RI,134,415,no,no,141.7,205.6,0,FALSE
VA,127,408,no,yes,173,245.8,0,FALSE
NJ,80,415,no,no,268.7,301,2,TRUE
ND,153,415,no,yes,218.5,134.2,0,FALSE
MN,85,415,no,no,255.3,194.6,3,FALSE
HI,79,415,no,no,41.9,211,1,FALSE
ND,35,415,no,no,260.8,258.1,1,FALSE
WI,120,408,no,yes,239.4,259.4,0,FALSE
MN,68,510,no,no,226.7,168.4,0,FALSE
DC,60,408,no,no,179.3,208.9,1,TRUE
KS,120,510,no,no,158,197,1,FALSE
MT,71,510,no,yes,175.7,258.9,1,FALSE
WV,124,415,no,no,157.4,167.8,3,FALSE
ME,23,510,no,no,113.1,168.8,1,TRUE
WY,225,415,no,no,182.7,246.5,1,FALSE
NY,181,415,yes,no,161.3,124.4,0,TRUE
VT,63,415,no,no,142.5,208.3,2,FALSE
NC,54,415,yes,no,190.5,259.7,2,TRUE
MO,80,408,yes,yes,159.3,170.6,1,FALSE
NC,118,408,yes,yes,153.8,123.3,1,FALSE
NJ,42,408,yes,no,180.7,174.6,2,FALSE
OH,134,408,no,no,202.7,224.9,0,FALSE
TX,66,415,no,yes,190.8,261.3,0,FALSE
WA,66,415,no,no,205.1,232.7,2,FALSE
TN,127,415,no,yes,235.6,236.8,1,FALSE
HI,146,510,no,no,189.3,155.9,0,FALSE
WY,93,408,no,yes,166.9,273.2,1,FALSE
CT,77,415,no,no,245.2,254.1,0,TRUE
NM,111,415,no,no,132.6,221.1,4,TRUE
NJ,125,415,no,no,182.3,139.8,2,FALSE
AL,115,510,no,yes,192.3,88.7,2,FALSE
MN,115,510,yes,no,122,220.2,2,TRUE
NC,114,408,no,no,193,250,2,FALSE
OH,106,415,no,no,158.6,220,0,FALSE
ND,118,415,no,yes,91.5,219.9,2,FALSE
CO,59,510,no,no,153.6,205.5,1,FALSE
ND,87,415,yes,yes,221.6,157.1,1,FALSE
NY,21,415,no,no,244.7,168,1,FALSE
WI,142,408,no,yes,239.8,285.9,0,FALSE
WY,62,415,no,no,172.4,230.5,0,FALSE
OR,149,415,no,no,242.5,245.4,3,TRUE
CO,54,510,no,yes,117.6,159.2,2,FALSE
LA,112,510,no,no,174.5,259.3,1,FALSE
AL,68,510,no,no,157.3,220.9,1,FALSE
TX,201,415,no,yes,192,239.1,1,FALSE
PA,88,510,no,no,218.2,169.3,1,FALSE
IL,85,415,no,yes,144.6,140,1,FALSE
DE,51,415,yes,no,153.6,232.9,0,TRUE
MO,45,510,no,yes,135.8,222.5,2,FALSE
AR,116,510,no,no,160.7,146.8,0,FALSE
OH,146,408,no,yes,202.5,241.4,1,FALSE
WI,63,510,no,yes,152.2,227.1,1,FALSE
GA,133,510,no,no,227.4,73.2,0,FALSE
KY,125,408,no,no,191.6,205.6,2,FALSE
OH,72,510,no,no,138.9,211.6,1,FALSE
TN,130,408,no,no,127,206.9,0,FALSE
SD,97,415,no,no,168.6,259.2,1,FALSE
NY,54,415,no,no,286.6,223.2,1,TRUE
GA,160,415,no,yes,164.6,262.8,1,FALSE
TX,79,415,no,no,144,135.8,1,FALSE
WV,92,415,no,yes,141.6,207.9,0,FALSE
MI,59,415,no,no,204.3,247.3,1,FALSE
ND,132,510,no,no,163.2,167.6,1,FALSE
NE,21,510,no,no,225,244.2,0,FALSE
SD,93,415,no,no,176.1,199.7,2,FALSE
NJ,147,415,no,yes,254.2,228.1,5,FALSE
AK,101,510,no,no,174.9,262,1,FALSE
CT,125,415,yes,no,187.3,160.7,0,TRUE
CO,63,415,no,no,211.8,230.9,3,FALSE
MD,107,415,no,no,241.9,126.9,0,FALSE
ND,110,408,no,no,196.1,199.7,3,FALSE
NH,83,415,no,no,231.3,210.4,3,FALSE
MN,117,408,no,no,161.6,196.3,1,FALSE
KY,124,415,no,no,194,241,0,FALSE
NH,115,510,no,no,109.7,223.8,3,FALSE
CO,156,408,yes,no,277,238.3,1,FALSE
KY,89,408,no,no,192.1,163.6,0,FALSE
KY,72,415,no,no,198.4,216.9,0,FALSE
IN,101,415,no,yes,209.2,159.7,0,FALSE
OR,53,415,no,no,184.8,216.4,2,FALSE
SD,116,408,no,no,167.8,142,2,FALSE
DE,78,408,no,no,139.2,191.4,3,FALSE
OR,117,415,no,yes,221.3,167.6,0,FALSE
NE,56,510,no,no,121.6,165.3,1,FALSE
OH,123,408,no,yes,270.4,245.1,1,FALSE
OH,127,408,no,no,139.6,240.9,2,FALSE
AR,116,415,no,yes,253,138.9,2,FALSE
KS,138,510,no,yes,183.9,240.7,1,FALSE
TX,120,415,no,no,203.3,259.9,3,FALSE
WI,102,408,no,no,200.6,152.5,3,FALSE
OR,95,415,no,no,167.6,176,2,FALSE
VA,102,408,no,no,156.5,204.3,2,FALSE
AR,89,415,no,yes,215.1,197.4,1,FALSE
CT,50,408,no,no,301.7,167.1,1,FALSE
OH,93,415,no,yes,152.3,267.5,7,FALSE
WY,68,510,no,no,195.4,212.1,1,FALSE
IL,70,408,no,no,208.7,275.5,2,FALSE
MO,138,415,no,yes,190.1,223.2,0,FALSE
DC,141,415,no,yes,185.4,178.5,4,FALSE
MA,112,415,no,yes,183.2,252.8,0,FALSE
NH,117,510,yes,no,54.2,303.2,1,TRUE
IA,1,408,no,yes,208,185,1,FALSE
AL,70,415,no,no,230.3,77.9,1,FALSE
OR,87,510,no,yes,240.8,75.9,2,FALSE
WV,52,510,no,yes,195.7,106.2,2,FALSE
WA,97,408,no,no,276.1,201.1,0,TRUE
NV,105,408,no,no,166.1,175.9,2,FALSE
SC,77,510,no,yes,135.9,244.5,4,TRUE
NC,80,415,yes,no,189.1,223.2,2,TRUE
NH,120,510,no,yes,177.9,175.1,1,FALSE
WY,54,408,no,yes,143.9,210.3,2,FALSE
FL,148,510,yes,no,148.2,159.6,2,FALSE
PA,119,408,no,no,287.1,159.3,2,TRUE
NC,162,408,no,yes,179.7,218.1,1,TRUE
MO,85,510,no,no,165.8,190,5,TRUE
KS,101,510,no,yes,144.1,167.6,1,FALSE
KY,172,415,no,no,172.5,253.1,0,FALSE
DE,80,415,no,no,199.8,167.1,1,FALSE
WI,67,510,no,no,109.1,142.3,2,FALSE
CO,86,408,no,no,171.8,301.7,1,FALSE
NM,107,415,no,no,222.3,286,1,TRUE
DE,133,510,no,no,245.8,264.7,0,FALSE
IL,116,510,no,no,164.6,270.6,0,FALSE
WA,63,408,no,no,211.7,271.7,0,FALSE
MA,119,408,yes,yes,147.2,160.1,0,TRUE
OH,133,408,yes,no,254.7,252.2,0,TRUE
TN,94,408,yes,no,170.1,271.8,1,FALSE
MA,69,510,no,no,195.1,261.5,0,FALSE
MI,146,408,no,no,149.3,187.1,7,TRUE
TX,119,510,no,no,81.9,253.8,2,TRUE
NH,142,408,yes,yes,191.1,149.6,0,FALSE
MD,123,408,no,no,206.9,224.4,3,FALSE
MS,101,408,no,no,239,273,1,TRUE
AZ,43,415,no,no,179.3,252.7,0,FALSE
IN,69,408,no,no,185.3,219.1,0,FALSE
NY,15,510,yes,no,141.4,123.9,2,FALSE
WI,107,510,no,yes,248.6,119.3,1,FALSE
WV,67,510,no,no,152.5,252.4,2,FALSE
NY,99,415,no,no,145.6,230.9,1,FALSE
OK,46,415,no,no,164.2,196.2,1,FALSE
NC,55,408,yes,no,221,165.4,1,FALSE
KY,39,415,no,no,295.4,232.1,1,TRUE
TX,92,510,no,no,139.8,174.9,2,FALSE
CT,56,415,no,no,162.3,149.1,4,TRUE
NE,76,415,no,no,272.7,236.4,0,TRUE
HI,132,408,yes,yes,200.3,226.6,2,FALSE
SC,140,510,no,yes,157.1,172.4,1,FALSE
AK,51,510,yes,yes,135.8,200.6,2,FALSE
SD,27,408,no,no,236.7,231.9,1,FALSE
ID,224,510,no,no,111.4,175,3,FALSE
OK,105,510,yes,yes,156.1,107.1,0,TRUE
WA,117,408,no,no,191.1,282.8,2,FALSE
SD,91,415,no,no,153,141.1,1,TRUE
OH,135,415,no,no,218.8,242.8,4,FALSE
VA,146,415,no,no,205.4,134.9,3,FALSE
WI,147,415,yes,no,225.2,184.9,0,TRUE
IN,68,510,no,no,249.9,254.5,2,TRUE
NM,68,408,no,no,131.6,137,3,FALSE
HI,86,408,no,yes,197.9,165.6,0,FALSE
KY,131,415,no,no,166.5,210.2,1,FALSE
OH,86,415,no,yes,225.4,187.1,1,FALSE
VT,159,415,no,no,275.8,189.5,2,TRUE
AZ,134,415,no,yes,142.9,88.6,1,FALSE
VT,113,510,no,no,207.2,256,1,FALSE
MO,132,408,no,no,206.2,211.2,1,FALSE
AL,85,415,no,no,210.3,195.8,1,FALSE
NJ,93,510,yes,yes,225.7,119.6,1,TRUE
WA,174,408,no,yes,167.8,205.3,4,TRUE
NY,61,415,no,no,197.7,152.2,2,FALSE
DC,91,415,no,yes,169.8,65.2,1,FALSE
NE,88,408,no,yes,190.6,237.3,2,FALSE
MA,88,408,no,yes,80.3,153.3,2,FALSE
VT,195,415,no,yes,231.7,225.1,0,FALSE
NM,182,415,no,no,69.1,230.3,0,FALSE
CO,118,408,no,no,188.8,217.4,4,FALSE
NH,103,408,no,no,150.6,169.1,8,TRUE
IL,65,510,no,no,192,139.5,2,FALSE
UT,61,408,no,yes,163.7,113.2,3,FALSE
WV,172,415,no,no,211.7,198.7,1,FALSE
NJ,72,415,no,no,175.5,132.3,1,FALSE
NM,113,510,no,no,150.1,200.1,2,FALSE
ND,177,408,no,no,189.5,176.3,1,FALSE
WA,100,408,no,no,70.8,215.6,6,TRUE
NM,67,415,no,no,215.5,190.7,1,FALSE
DE,81,510,yes,no,250.6,187.9,1,FALSE
RI,17,415,no,no,161.5,214.2,1,FALSE
PA,119,408,no,no,260.1,256.5,1,TRUE
HI,105,415,no,no,281.3,301.5,0,TRUE
MD,108,415,yes,yes,130.1,167,3,TRUE
VA,90,415,no,no,102,113.3,2,FALSE
IN,100,415,no,yes,218.7,155,1,FALSE
OR,155,408,no,yes,128.5,188.4,1,FALSE
AZ,113,510,no,no,128.7,227.1,2,TRUE
WI,123,415,no,no,172.2,162.6,1,FALSE
VA,145,408,no,no,199.2,126,1,FALSE
MO,42,415,no,no,184.5,200.5,2,FALSE
NV,125,510,no,no,168.6,175.6,0,FALSE
HI,131,415,no,yes,174,205.3,1,FALSE
WA,107,415,no,no,230.4,257.4,1,FALSE
IL,48,408,no,no,198.2,202.8,1,FALSE
IL,76,510,no,no,186.1,211.6,0,FALSE
LA,128,415,no,no,148.5,243,1,FALSE
WI,73,415,no,no,157.1,268.8,0,FALSE
TX,52,415,no,no,155,133.4,4,TRUE
MI,126,415,yes,yes,129.3,176.5,1,FALSE
NC,124,415,no,no,188.5,182,1,FALSE
WA,137,408,no,no,208.8,225.3,0,FALSE
ND,71,510,no,no,238,278.5,0,TRUE
NE,139,415,no,no,211.1,206.9,0,FALSE
MS,107,510,no,yes,198.9,207,3,FALSE
KY,147,408,no,no,212.8,204.1,1,FALSE
RI,116,510,no,no,137.4,120,3,FALSE
NY,60,510,no,yes,191.8,267.8,2,FALSE
TX,38,510,no,no,149,49.2,0,FALSE
DE,63,408,no,no,117.1,249.6,3,FALSE
NM,94,415,no,no,108,241.9,3,FALSE
RI,131,415,no,no,112.8,199.4,0,FALSE
MS,158,510,no,no,175.9,188.3,1,FALSE
NY,139,510,no,no,236.6,169.9,1,TRUE
NE,77,415,no,no,169.4,184.9,1,FALSE
WI,140,415,no,no,129.6,246.2,3,FALSE
KY,72,408,no,no,177.1,184.7,1,FALSE
SD,52,510,no,yes,133.3,184.1,1,FALSE
VA,103,510,no,no,167.8,212.9,5,FALSE
KS,74,415,no,yes,174.6,310.6,1,FALSE
ND,124,415,no,no,150.3,255.9,2,FALSE
CO,85,510,no,yes,283.2,239.7,5,FALSE
KY,113,408,no,yes,157.8,161.5,5,TRUE
WA,71,408,no,no,141.2,149.1,2,FALSE
NV,177,415,no,yes,230.2,196.1,1,FALSE
SC,49,415,yes,no,237.8,208.9,2,TRUE
RI,106,510,yes,no,204,168.5,3,TRUE
ID,60,510,no,no,221.1,178.6,1,FALSE
KY,43,408,no,no,177.2,142.6,4,FALSE
ME,66,510,no,no,118,248.1,1,FALSE
SD,125,415,no,no,163.8,255.6,0,FALSE
SC,114,510,no,yes,141.3,230.4,3,FALSE
TN,112,415,no,no,272.5,226.1,3,TRUE
MT,101,408,no,yes,118.9,228.3,2,FALSE
WI,70,415,no,no,7.9,136.4,0,FALSE
AK,59,408,no,no,159.5,167.2,0,FALSE
AZ,59,408,no,no,150.2,185.7,1,FALSE
MT,124,415,no,yes,144.5,262.3,2,FALSE
DE,99,415,no,no,140.7,210.9,2,FALSE
VA,150,510,no,no,169.2,216.8,1,FALSE
MA,81,510,no,no,220.8,148.5,2,FALSE
IN,86,510,no,no,216.3,266.3,0,FALSE
MD,84,510,no,no,169.5,157.6,0,FALSE
NV,118,510,no,yes,256.3,258.1,1,FALSE
CO,89,415,no,no,179.7,299.8,1,FALSE
KS,93,415,no,no,266,130.1,3,FALSE
AR,85,415,no,no,96.7,193.8,2,FALSE
WY,160,408,no,no,82.7,194.6,0,FALSE
PA,28,415,no,no,168.2,161.7,3,FALSE
TX,73,408,no,no,286.4,178.2,1,TRUE
NY,156,408,no,no,174.3,186.6,3,FALSE
OR,33,415,yes,no,190.6,161.7,1,FALSE
CA,77,510,no,no,175.5,205.1,4,FALSE
NY,119,415,no,no,133.4,204.6,1,FALSE
AR,91,510,no,yes,204.6,136,3,FALSE
MI,102,510,no,no,242.2,233.2,3,FALSE
OK,86,415,no,yes,253.1,210.1,3,FALSE
TX,82,415,no,no,130,185.3,0,FALSE
NC,89,408,no,no,105.9,189.6,0,FALSE
ID,86,415,no,no,194.2,193.8,3,FALSE
IL,134,408,no,no,183.8,123.5,1,FALSE
OR,92,415,no,no,196.5,190,2,FALSE
SD,87,510,no,no,184.5,172,3,FALSE
NE,64,408,no,no,261.9,148.1,0,FALSE
RI,80,510,no,no,202.4,260.2,3,FALSE
MD,165,415,no,yes,167.4,172.7,3,FALSE
ID,153,415,no,yes,167.7,246.8,1,FALSE
ME,41,415,no,yes,191.7,193,1,FALSE
SD,108,415,no,no,240.2,230.3,2,FALSE
NY,104,415,no,yes,189.1,178.2,1,FALSE
DE,115,408,no,no,127.7,182.9,1,FALSE
OK,87,415,no,no,205.2,99.5,1,FALSE
SC,159,415,no,yes,153.6,216.9,2,FALSE
IN,119,510,no,no,154.5,193.6,2,FALSE
NV,69,415,no,no,153.7,194,1,FALSE
IL,87,408,yes,yes,171.2,185.8,1,FALSE
SD,93,510,no,no,328.1,151.7,1,TRUE
OK,154,415,yes,no,145.9,208.2,0,TRUE
KS,57,415,no,yes,201.2,280.1,1,FALSE
IA,130,510,no,no,139.1,246,5,FALSE
NJ,151,415,no,no,118.9,278.3,2,FALSE
NJ,162,408,no,no,217.6,279,2,TRUE
MT,60,415,no,no,145,209.1,1,FALSE
IA,81,510,no,no,203.5,289.6,3,FALSE
WA,132,415,no,no,240.1,180.4,3,FALSE
NE,86,408,no,no,83.8,240.2,1,FALSE
TX,136,408,no,no,269.8,228.8,1,TRUE
MS,121,415,no,yes,126.3,209.6,1,FALSE
IA,105,510,no,yes,88.1,175.9,2,FALSE
WI,105,415,no,yes,218.5,196.7,2,FALSE
MT,51,415,no,yes,236.8,263.4,1,FALSE
GA,64,408,no,no,124.1,192.8,3,FALSE
MT,80,510,yes,yes,184.2,167.5,0,FALSE
ND,56,415,no,no,222.7,277,4,FALSE
VT,120,415,no,no,149.2,193.6,1,FALSE
SD,103,510,no,no,206.5,180.2,3,FALSE
OH,164,510,no,yes,159.7,168.8,3,FALSE
OH,116,415,no,yes,204.7,209.4,2,FALSE
MT,121,408,no,no,213.2,120.7,1,FALSE
IL,55,415,yes,no,269.6,171.7,1,FALSE
NV,183,415,no,no,116.7,213.8,2,FALSE
UT,104,408,no,no,263.4,235.5,0,FALSE
NH,90,408,no,no,140.2,213.9,1,FALSE
LA,82,415,no,no,197.7,127.6,1,FALSE
VT,101,415,no,no,136.2,220.9,3,FALSE
NY,9,415,no,yes,88.5,178.8,2,FALSE
CT,97,415,no,no,215.3,242.4,0,FALSE
KS,94,408,no,no,269.2,193.8,3,TRUE
MI,127,510,no,yes,203.8,267.1,0,FALSE
SD,125,510,no,yes,268.4,222.2,0,FALSE
ME,140,415,no,no,159.1,269.8,1,FALSE
MD,90,415,no,no,114.4,127.7,2,FALSE
VA,67,415,no,no,138.9,208.9,2,FALSE
NJ,113,415,no,no,186,237.4,1,FALSE
TN,121,510,no,yes,170.4,254.5,0,FALSE
DC,93,408,no,no,164.5,230.9,4,FALSE
DC,121,408,no,no,168.6,168.6,1,FALSE
OR,53,408,no,no,261.2,250.8,0,TRUE
RI,75,415,no,no,190.5,178.4,1,FALSE
AK,132,510,no,no,181.1,314.4,2,FALSE
WI,162,408,no,no,177.1,114.7,3,FALSE
IN,140,415,no,no,160.5,240.5,1,FALSE
MI,91,408,no,no,134.7,295.3,2,FALSE
ID,73,510,no,yes,198.2,139.1,2,FALSE
NH,95,408,yes,no,228.9,255.7,4,TRUE
MN,145,408,no,no,241.7,135.8,0,FALSE
AZ,100,415,no,no,131.1,176.2,1,FALSE
MN,122,415,no,no,234.1,200.2,2,FALSE
MO,109,415,no,no,200.1,300.9,0,FALSE
AL,82,408,no,no,154,94.4,1,FALSE
PA,65,415,no,yes,224.2,189.6,0,FALSE
AK,52,510,no,no,148.3,181.6,3,FALSE
MS,136,415,no,yes,174.6,176.6,2,FALSE
IA,75,415,no,no,138.5,153.2,1,FALSE
WY,146,408,no,no,109,265.8,1,FALSE
NE,105,408,no,no,162.3,212.5,4,FALSE
ND,48,415,no,no,210.8,189.6,2,FALSE
CT,45,415,no,no,142.4,318.7,1,FALSE
NC,106,415,no,yes,223.5,235.1,2,FALSE
CT,33,510,no,no,182.5,232.1,2,FALSE
ND,68,408,no,no,219.6,141.1,2,FALSE
WA,106,408,no,no,193.6,238.2,0,FALSE
NV,141,415,no,no,192.4,156.9,0,FALSE
CO,98,408,no,no,236.2,189.4,0,FALSE
KS,94,510,no,yes,233.2,113.3,0,FALSE
CO,65,510,no,no,158.8,188.5,2,FALSE
MO,85,415,no,no,126.1,274.7,1,FALSE
MA,71,510,no,no,290.4,253.9,3,TRUE
NY,112,408,no,yes,60.6,165.9,0,FALSE
AK,110,415,no,no,148.4,193.8,0,FALSE
WI,111,415,no,no,246.5,216.3,2,FALSE
NH,74,408,no,no,298.1,201.3,2,TRUE
TN,105,510,no,no,119.3,185.1,2,FALSE
NY,40,408,no,no,242.5,232.9,0,FALSE
GA,128,408,yes,yes,222.1,160.6,0,TRUE
MN,123,408,no,no,236.2,273.9,2,TRUE
MI,122,510,no,no,144.2,212.2,0,FALSE
ID,114,408,no,yes,154.6,241.6,3,FALSE
CT,102,415,no,yes,137.4,176.7,2,FALSE
NC,126,415,no,no,103.7,127,0,FALSE
LA,150,415,no,no,136.6,209.4,4,TRUE
NJ,60,408,no,no,289.8,255.6,2,TRUE
TX,123,408,no,no,260.9,168.5,3,FALSE
CA,138,510,yes,no,196.2,176.5,0,TRUE
MD,29,510,no,no,195.6,126.4,1,FALSE
WY,111,415,no,no,222.2,162.5,4,FALSE
TX,37,510,yes,no,172.9,183,0,TRUE
CA,111,408,no,no,249.8,242.4,0,TRUE
UT,81,510,no,no,154.5,216.2,1,FALSE
WA,46,510,no,no,90.4,276.2,1,FALSE
MS,69,510,no,yes,268.8,246.6,0,FALSE
OH,125,408,no,no,106.1,157.6,1,FALSE
KS,43,415,no,no,27,160.9,3,FALSE
RI,127,415,no,yes,140.1,223.4,1,FALSE
IN,94,510,no,no,245,180.4,1,FALSE
VT,46,408,no,no,196.7,205.9,3,FALSE
MT,73,408,no,yes,131.2,106.5,2,FALSE
CT,146,408,no,yes,149.6,239.8,2,FALSE
NM,93,415,no,no,239.8,251.8,1,FALSE
OH,52,408,no,yes,142.1,193,1,FALSE
GA,202,510,no,no,115.4,178.7,3,FALSE
MN,129,510,no,yes,193,224.8,2,FALSE
CT,94,415,no,no,206.1,224.6,1,FALSE
AL,100,415,no,no,160.3,221.3,0,FALSE
WV,43,415,no,no,199.9,288.4,1,FALSE
NH,130,415,no,no,213.1,206.2,0,FALSE
WY,124,415,no,no,178.3,235,3,FALSE
VA,92,510,yes,no,252.3,207,3,TRUE
VT,48,415,no,no,197.7,136.7,4,FALSE
OH,98,510,no,yes,111.1,217.9,2,FALSE
MT,100,415,no,no,96.5,210.2,1,TRUE
MA,79,415,no,no,156.9,122.2,3,FALSE
VA,164,415,no,no,123.3,170,1,FALSE
NM,105,415,no,no,193.7,183.2,1,FALSE
AR,89,408,yes,no,206.9,167.7,0,FALSE
NE,126,415,no,no,249.8,261.9,3,TRUE
WY,96,408,no,no,144,224.7,1,FALSE
IA,120,415,no,yes,299.5,163.4,0,FALSE
SC,212,415,no,no,226,304.6,2,TRUE
NC,72,415,no,no,137.6,143.5,2,FALSE
HI,155,415,yes,yes,211.7,139.2,1,FALSE
UT,89,415,no,no,89.7,179.8,2,FALSE
WY,126,408,yes,no,197.6,246.5,2,FALSE
AL,172,408,no,no,270,256.6,2,TRUE
VA,75,415,no,no,224.7,192,3,FALSE
WI,143,510,no,no,194.3,123.6,2,FALSE
FL,166,510,yes,no,47.7,264.4,0,TRUE
KS,132,415,no,no,190.1,182.2,1,FALSE
NV,94,408,yes,no,89.5,339.9,1,TRUE
NY,99,415,no,no,182.6,154.5,0,FALSE
VA,136,415,no,yes,205.5,298.5,1,FALSE
KS,119,415,no,no,231.5,266.9,1,FALSE
NC,115,510,yes,no,251.3,252.5,3,TRUE
MO,160,415,no,no,171.2,243.5,2,FALSE
ND,166,510,no,no,197.9,251,2,FALSE
CA,120,510,no,no,134.8,204.1,1,FALSE
WV,173,415,no,no,191.4,168.5,1,FALSE
IL,156,415,no,no,174.5,197.4,0,FALSE
NY,70,415,no,no,177.4,226.2,0,FALSE
NV,41,510,no,no,182.1,211.5,1,FALSE
AL,132,408,no,no,222.4,165.4,0,FALSE
KS,47,510,yes,no,47.8,178.9,0,TRUE
ND,160,510,no,no,121.8,89.3,1,FALSE
OK,180,415,no,no,143.5,189.3,3,FALSE
UT,93,415,no,no,164.9,210.4,2,FALSE
OH,109,415,no,no,193.6,148.7,2,FALSE
WY,80,510,no,no,101.1,263.2,0,FALSE
NM,54,415,no,yes,92.3,193.1,2,FALSE
AL,121,415,no,no,168.9,123.9,2,FALSE
DC,157,510,no,yes,219.2,206,1,FALSE
ID,170,510,no,yes,178.1,242.8,0,FALSE
AR,138,510,no,no,146.5,284.5,3,FALSE
ID,92,415,no,yes,172.3,266.2,1,FALSE
TX,126,415,no,no,190.9,149.7,1,FALSE
NM,41,415,no,no,232.1,327.1,3,TRUE
WA,167,415,no,no,169.2,173.3,4,TRUE
UT,91,510,no,no,123.8,319,2,FALSE
RI,127,510,no,no,96,177,3,FALSE
NC,88,408,no,yes,93.4,252,1,FALSE
RI,113,415,no,no,90.6,170.6,1,FALSE
NY,78,510,no,no,152.9,256.6,2,FALSE
TX,123,408,no,no,257.9,211.6,2,FALSE
DE,136,408,yes,yes,85.2,230.4,2,FALSE
MS,68,415,no,yes,160,184.5,1,FALSE
OH,132,415,no,yes,182.9,292.4,0,FALSE
LA,133,415,no,no,216.2,222.2,2,FALSE
FL,127,415,no,no,261.7,181.8,0,FALSE
WA,110,415,no,no,241.2,174.3,2,FALSE
WV,121,510,no,no,177.2,123.5,1,FALSE
NY,116,510,no,no,89.5,180.8,2,FALSE
NE,112,415,yes,yes,200.3,197.8,1,FALSE
PA,97,510,yes,no,145,294.3,4,TRUE
MS,43,510,no,no,159.5,119.7,2,FALSE
IN,110,415,no,no,151.8,138,3,FALSE
VA,67,408,no,no,176.2,236,1,FALSE
MN,166,408,no,no,152.1,121,0,FALSE
DE,129,408,no,no,161.3,220.6,1,FALSE
OR,103,510,yes,no,171.7,144.5,3,FALSE
UT,71,415,no,no,278.9,190.2,0,TRUE
CT,112,415,no,yes,213,226.2,4,FALSE
AL,8,415,no,yes,242.9,170.9,1,FALSE
TX,98,415,no,no,217.2,303.4,0,TRUE
CT,90,415,no,no,175.9,285.2,1,FALSE
MS,13,415,no,no,303.2,170.5,0,TRUE
AR,58,415,no,no,238.9,187.2,2,FALSE
CA,137,415,no,yes,189.6,179,2,FALSE
MI,116,408,no,no,133.3,247.8,5,TRUE
WV,94,415,no,yes,92.7,127.8,3,FALSE
DE,87,415,no,no,177.2,248.9,3,FALSE
FL,120,415,no,no,184.5,209,2,FALSE
AK,97,415,no,yes,176.1,159.4,0,FALSE
ID,134,415,no,no,204.7,143.1,6,FALSE
OH,68,510,no,no,143.6,134.3,2,FALSE
NH,93,408,no,no,179.3,188.8,1,FALSE
MA,120,415,no,no,137.3,212.2,1,FALSE
SC,41,408,no,no,237.8,223.5,2,FALSE
OR,80,510,no,no,203.7,216.4,2,FALSE
OH,83,415,no,yes,191.3,250.7,2,FALSE
NC,109,510,yes,no,209.1,205,2,FALSE
KY,66,510,no,yes,88.8,109.6,3,FALSE
ID,104,510,no,no,97.2,155.6,0,FALSE
WA,89,510,no,no,137.9,192.6,1,FALSE
WV,127,510,no,no,224.3,185.7,2,FALSE
RI,117,408,no,yes,207.6,152.7,1,FALSE
KS,128,510,no,no,268.1,120.5,2,FALSE
NV,88,415,no,no,166.7,179.3,4,TRUE
NE,61,408,no,no,267.1,180.4,1,TRUE
FL,22,415,no,no,181.8,198.6,2,FALSE
WY,78,415,no,no,147.1,199.7,0,FALSE
WA,56,415,no,yes,37.7,144.1,1,FALSE
